District,Size,Floor,Year,配套成熟,环境优美,繁华地段,安全性高,交通便利,品质小区,Price
pudong,151.21,3,2010,False,False,False,False,False,True,59190
pudong,35.24,3,1982,True,False,False,False,True,False,84847
pudong,48.2,3,2010,False,False,False,False,False,False,59129
pudong,74.44,1,2000,False,False,False,False,False,False,59780
pudong,54.43,3,1987,True,True,True,False,False,False,54750
pudong,111.2,3,2013,False,True,True,False,False,True,37590
pudong,40,3,1998,False,False,True,False,False,True,57000
pudong,93.4,1,2016,False,False,False,False,True,True,82227
pudong,113.57,1,1996,False,False,False,False,False,False,77486
pudong,74.91,3,1996,True,False,True,False,False,False,37779
pudong,88.24,2,2012,False,False,False,False,False,False,54398
pudong,38.46,2,1995,False,True,True,False,False,True,43162
pudong,74.02,3,1998,True,True,False,False,True,False,56472
pudong,124.57,2,2005,False,True,False,False,False,False,74818
pudong,77.64,2,1998,False,False,False,False,False,True,58991
pudong,45,2,2018,False,False,False,False,False,False,11112
pudong,32.5,2,1983,False,False,False,False,False,False,92308
pudong,66,3,2003,False,False,True,False,True,False,58940
pudong,70.39,3,1996,False,False,False,False,False,False,66061
pudong,78.65,3,1998,False,False,False,False,False,False,48317
pudong,94.53,2,2007,False,False,False,False,False,False,41257
pudong,92.53,1,1996,True,False,False,False,False,True,55118
pudong,88.96,3,2010,False,False,False,False,False,False,61826
pudong,49.48,2,1996,True,False,False,False,True,False,63258
pudong,89.52,1,2011,False,False,False,False,False,True,51386
pudong,151.79,1,2002,False,False,False,False,False,False,71151
pudong,66.41,3,2019,True,True,False,False,False,True,30418
pudong,34.63,3,1986,False,False,False,False,False,False,71615
pudong,32.03,1,1996,False,False,True,True,False,True,67125
pudong,41.14,3,1996,True,False,False,False,True,False,48615
pudong,236.47,1,2018,False,False,False,False,True,True,160697
pudong,124.02,3,2008,False,False,False,False,False,False,65313
pudong,197.74,2,2003,True,False,False,True,False,True,109741
pudong,120,1,2005,True,False,True,False,False,False,35667
pudong,54.09,2,1987,False,False,True,True,False,True,41598
pudong,68.57,1,2000,False,False,False,False,False,False,52356
pudong,54.35,3,1989,True,False,False,False,False,False,62926
pudong,35.82,2,1989,False,False,False,False,False,False,87940
pudong,50.1,3,1999,False,False,False,False,False,False,87426
pudong,70.16,1,1998,True,False,True,False,False,True,65565
pudong,63.81,3,1986,False,False,True,False,False,True,64254
pudong,87.54,1,2009,False,False,True,True,False,True,55518
pudong,48.35,1,1996,False,False,True,True,False,True,57912
pudong,147.45,2,2006,False,False,False,False,True,True,81384
pudong,72,3,2012,False,False,False,False,False,False,66667
pudong,69.29,2,2015,False,False,True,True,False,True,38967
pudong,93.27,3,2015,False,True,False,False,False,True,80198
pudong,88,2,2021,False,True,False,True,False,True,111364
pudong,100,1,2018,False,False,False,False,False,False,50000
pudong,66,2,1995,False,False,False,False,False,False,39394
pudong,139.84,3,2001,False,False,True,False,False,False,54777
pudong,55.91,1,1996,False,False,True,False,False,True,50975
pudong,37.18,1,1985,True,False,True,False,False,False,61862
pudong,63.7,2,2008,False,False,True,False,True,True,54946
pudong,97.46,1,2015,True,False,True,False,False,False,112867
pudong,61.56,2,2005,True,False,False,False,True,False,59942
pudong,115.27,1,2013,True,False,True,False,True,False,39039
pudong,76.05,2,2010,True,True,False,False,False,False,40500
pudong,60.2,3,1999,False,False,True,False,True,False,43854
pudong,83.39,1,2000,False,False,False,False,False,False,70752
pudong,54.21,3,2011,True,False,False,False,False,True,49807
pudong,103.67,3,2015,False,False,True,True,False,True,110929
pudong,72.37,2,2006,False,False,True,False,False,False,56654
pudong,68.94,2,1998,False,False,True,True,False,True,64839
pudong,70.02,2,2012,False,True,False,False,False,True,60697
pudong,62.14,3,2000,True,False,True,False,False,False,65981
pudong,156.06,2,2007,False,False,False,False,False,False,56389
pudong,99.83,1,2008,False,False,False,False,False,False,49084
pudong,139.85,2,2014,False,False,False,False,False,False,64927
pudong,80.67,3,2004,True,False,False,False,True,False,71898
pudong,151.94,1,2006,False,True,False,False,False,True,88851
pudong,74.91,3,1996,True,False,True,False,False,False,37779
pudong,79.35,2,2002,True,False,False,False,True,False,88091
pudong,84.72,2,2003,False,False,False,False,False,False,59609
pudong,74,2,1998,True,False,True,False,False,False,56622
pudong,92.02,1,2008,False,False,True,False,False,False,70637
pudong,63.99,3,2007,True,False,True,False,False,False,52821
pudong,122.38,1,2012,False,False,False,False,False,False,33503
pudong,108.35,3,2015,True,True,False,False,False,False,36918
pudong,89.83,1,2015,False,True,False,True,False,False,33397
pudong,92.4,1,2012,False,False,False,False,False,True,52598
pudong,90.9,1,2009,True,False,False,False,False,True,54456
pudong,117.16,3,2005,False,False,False,False,True,True,57358
pudong,96.29,2,2005,False,True,False,False,False,True,47773
pudong,110.56,3,2008,False,True,False,False,False,False,40702
pudong,64.37,1,1994,False,False,False,False,False,True,41946
pudong,87.56,3,2010,False,False,False,False,False,False,135907
pudong,89.2,1,2011,True,False,True,False,True,False,51570
pudong,41.74,3,1995,True,False,False,False,False,False,71395
pudong,75,1,2015,False,False,False,False,False,False,38400
pudong,51.31,2,1987,False,False,False,False,False,True,36641
pudong,69.21,2,2008,True,False,False,False,False,False,79469
pudong,88.29,1,2001,True,False,False,False,True,False,47005
pudong,92.92,3,2006,False,False,True,False,False,False,49505
pudong,91.66,3,2014,False,False,False,False,False,False,41458
pudong,122.24,3,2005,False,False,False,False,False,False,77635
pudong,47.39,2,1986,True,False,True,False,True,False,56975
pudong,56.82,2,1997,True,False,False,False,True,False,55967
pudong,50.83,2,2006,False,False,True,True,False,True,54693
pudong,72,3,2000,False,False,False,False,False,False,44028
pudong,63.54,1,1999,False,False,False,False,False,False,97577
pudong,77.03,2,2003,True,False,False,False,False,True,50630
pudong,90.91,3,2014,False,False,False,False,False,False,36080
pudong,89.83,1,2015,False,True,False,True,False,False,33397
pudong,127.76,3,2011,False,False,True,False,False,True,62461
pudong,135.48,3,2003,True,True,False,False,False,True,81193
pudong,124.67,2,2006,True,False,False,True,False,True,77806
pudong,73.65,1,2000,False,False,False,False,False,False,43857
pudong,72.15,3,2003,True,False,True,False,False,False,35759
pudong,111.1,2,2008,False,False,False,False,False,False,61207
pudong,95.6,1,2016,False,False,False,False,False,False,37134
pudong,142.83,3,2010,False,False,False,False,True,False,52510
pudong,80.5,2,1998,True,False,False,False,False,True,59379
pudong,80.26,3,1997,True,False,True,False,False,True,47970
pudong,80.13,1,2005,False,False,True,False,False,True,58156
pudong,70.36,2,1999,True,False,False,False,False,False,88829
pudong,56.86,1,2002,False,True,False,False,True,False,54169
pudong,51.38,1,1986,True,False,False,False,True,False,75906
pudong,52.31,2,1986,True,False,False,True,False,False,51616
pudong,146.15,2,2007,False,False,True,True,False,True,87582
pudong,92.92,3,2006,True,False,True,False,False,False,47891
pudong,77.69,1,2015,True,False,True,False,False,False,40546
pudong,83.73,2,2010,False,False,True,True,False,True,65688
pudong,65.01,3,2003,True,False,False,False,False,False,82757
pudong,42.87,3,1992,False,False,True,True,False,True,74178
pudong,64.25,2,2008,False,False,False,False,False,False,62257
pudong,86.99,3,2014,False,False,False,False,False,False,99897
pudong,71.38,1,2001,False,False,False,False,False,False,44831
pudong,113.77,3,2006,True,False,False,False,False,True,69439
pudong,113.01,1,2015,False,False,False,False,False,False,44952
pudong,99.41,2,2018,True,False,False,False,False,False,50297
pudong,89.33,2,2008,False,False,False,False,False,True,92355
pudong,114.81,3,2003,True,True,False,False,False,False,60884
pudong,84.27,2,2002,False,False,True,False,True,False,51620
pudong,57.4,2,2005,False,False,False,False,False,False,92335
pudong,82.96,3,2017,False,False,False,False,False,False,37127
pudong,33.31,1,1998,True,False,False,False,False,False,60643
pudong,91.37,3,2011,False,False,False,False,False,False,74423
pudong,60.19,1,1995,True,False,False,False,False,True,64463
pudong,144.67,3,2005,True,True,False,False,False,True,124422
pudong,76.56,2,2000,True,True,True,False,False,False,58778
pudong,142.75,2,2002,False,False,False,False,False,False,42242
pudong,75,2,2013,False,True,False,False,True,True,39334
pudong,84.72,2,2003,False,False,False,False,False,False,59609
pudong,91.01,2,2007,False,False,False,False,False,True,87903
pudong,78,3,1999,False,False,False,False,False,False,38462
pudong,79.16,2,2010,True,False,False,False,False,True,46741
pudong,66.41,3,2019,True,True,False,False,False,True,30418
pudong,173.95,1,2005,False,False,False,False,False,False,111527
pudong,89.75,1,2009,True,False,False,False,True,False,81338
pudong,62.02,1,1996,False,False,True,True,False,True,64335
pudong,54.1,3,2011,True,True,False,False,False,False,55453
pudong,99.68,2,2006,True,False,True,False,False,False,78050
pudong,63.16,3,1995,False,False,False,False,False,False,36416
pudong,69.55,3,2011,True,False,True,False,False,True,43135
pudong,53.33,3,2010,False,False,False,False,False,False,54941
pudong,70.95,2,2000,False,False,True,False,True,False,43552
pudong,53.08,2,1987,True,False,True,False,False,False,77242
pudong,58.42,2,1995,True,False,False,False,True,False,58200
pudong,76.94,3,2000,False,False,True,True,False,False,60827
pudong,72.34,2,1996,False,False,False,False,False,False,56677
pudong,71.41,2,2015,False,False,False,False,False,False,42291
pudong,91.39,2,1993,False,False,True,True,False,True,55258
pudong,90.34,1,1997,False,False,False,False,False,False,49591
pudong,99,3,2012,False,False,False,False,True,True,41920
pudong,119.56,3,2016,False,True,False,False,False,True,66076
pudong,54,2,1990,False,False,True,False,True,True,40000
pudong,87.75,2,2016,False,True,True,False,False,True,94587
pudong,44.07,1,1997,True,False,False,False,True,False,56275
pudong,93.27,2,2015,False,False,False,False,False,True,80412
pudong,84.16,2,2008,False,False,False,False,False,False,48717
pudong,101.75,3,2006,False,False,False,False,False,False,102801
pudong,85.81,1,2003,False,False,False,False,False,True,86820
pudong,70.12,2,1998,False,False,False,False,False,False,99544
pudong,67.19,2,2008,False,False,False,False,False,False,51645
pudong,52.99,1,1987,True,False,True,False,False,False,80770
pudong,87.54,1,2010,True,False,False,False,False,False,55746
pudong,73.84,1,2003,False,False,True,True,False,True,75840
pudong,51.93,1,2009,False,False,False,False,False,False,51031
pudong,51.31,3,1986,True,False,True,False,False,False,83025
pudong,78.48,3,2010,False,True,True,False,False,True,44598
pudong,78.67,2,2010,False,False,False,False,True,True,39914
pudong,193.6,3,2006,False,False,True,True,False,True,100724
pudong,91.01,2,2010,False,False,False,False,False,False,87903
pudong,116.71,2,2016,False,False,False,False,True,True,41556
pudong,59,3,1996,False,False,False,False,False,False,59323
pudong,99.89,3,2001,False,False,True,True,False,True,79988
pudong,57.35,2,2002,True,False,False,False,False,True,55798
pudong,111.45,3,2012,False,False,False,False,False,False,63706
pudong,89.64,1,2014,False,False,False,False,False,False,66935
pudong,98,2,2000,False,False,True,False,False,False,34439
pudong,53.99,3,1989,False,False,True,False,False,False,29265
pudong,192.25,1,2017,False,False,False,False,True,False,148245
pudong,65,1,1993,False,False,False,False,False,False,38462
pudong,90.91,3,2015,False,True,False,True,True,False,36850
pudong,80,2,2021,False,False,False,False,True,False,41250
pudong,57.88,2,2007,True,False,False,False,False,True,68245
pudong,112.36,2,2008,False,False,True,True,False,False,52403
pudong,93.21,3,2010,True,False,True,False,False,False,40661
pudong,74,3,1999,False,True,False,False,False,False,56757
pudong,97.09,3,1998,True,True,False,False,False,True,48409
pudong,83.73,2,2007,False,False,False,False,False,False,60313
pudong,136,2,2009,False,False,False,False,False,False,137353
pudong,99,3,2016,False,False,True,True,False,False,49192
pudong,108.35,3,2014,True,True,False,False,False,False,36918
pudong,99.49,2,2003,False,False,False,False,False,False,118605
pudong,84.34,2,2006,False,False,False,False,False,False,47428
pudong,69.55,3,2011,False,False,False,False,False,False,40978
pudong,53.82,1,2008,False,False,False,False,False,False,63546
pudong,48.43,1,2016,False,False,True,False,False,True,33451
pudong,62.02,1,1996,False,False,True,True,False,True,64335
pudong,74.08,2,2004,True,False,True,False,True,False,76674
pudong,71.23,3,2002,False,False,True,False,False,True,42118
pudong,82.21,3,2003,True,False,True,False,False,False,57171
pudong,68.94,2,1998,False,False,False,False,False,False,58747
pudong,87.81,1,2008,False,False,False,False,False,False,47831
pudong,134.57,3,2005,False,False,True,True,False,True,83972
pudong,93.43,3,2016,False,False,True,False,False,True,64220
pudong,197.91,1,2007,True,False,False,False,False,True,125310
pudong,39.52,1,1996,True,False,False,False,False,False,50608
pudong,52.32,2,1993,True,False,True,False,False,False,64030
pudong,127.66,2,2003,False,False,False,False,False,False,57575
pudong,51.5,3,2017,True,False,True,False,False,False,27573
pudong,81.68,2,1998,False,False,False,False,False,False,91822
pudong,83.53,3,2016,False,False,False,False,False,False,38310
pudong,42.45,2,1989,True,False,True,False,False,False,81979
pudong,58,2,2016,True,False,False,False,False,True,46207
pudong,31.27,2,1990,True,True,True,False,False,False,55965
pudong,135.12,2,2016,True,False,False,False,False,True,64240
pudong,84.26,2,2012,False,False,True,True,False,True,51389
pudong,77.4,2,2009,False,True,True,True,False,False,48838
pudong,44.59,3,2017,False,False,True,False,False,False,36556
pudong,89.88,1,2011,True,False,False,False,False,True,58968
pudong,55.48,2,2005,False,False,False,False,False,False,85797
pudong,126.19,3,2006,True,False,False,False,False,False,42837
pudong,92.72,3,1995,False,False,False,False,False,False,40984
pudong,122.94,1,2002,False,False,False,True,True,False,38800
pudong,50.82,2,1998,False,False,False,False,False,False,96419
pudong,64.61,2,1996,True,False,False,False,True,False,50302
pudong,35.82,2,1989,False,False,False,False,False,False,87940
pudong,101.75,3,2008,False,False,False,False,False,False,53858
pudong,54.32,2,2012,False,False,False,False,False,False,56149
pudong,80.01,2,1998,False,False,True,True,False,True,62493
pudong,84.77,3,2007,False,False,True,False,False,False,74319
pudong,71.46,3,2007,True,False,False,False,False,False,39183
pudong,52.96,1,1998,False,False,False,False,False,False,45886
pudong,62.01,1,2020,False,False,False,False,False,False,116111
pudong,150.04,3,2003,True,False,False,False,False,True,104973
pudong,56,3,2016,True,False,True,False,True,False,36840
pudong,46.39,2,2016,False,False,False,False,False,False,34491
pudong,89.14,3,2016,False,False,True,True,False,False,83577
pudong,63.72,3,2009,True,True,False,False,False,False,49436
pudong,135,3,2003,False,False,False,False,False,False,95408
pudong,34.71,2,1995,True,False,False,False,False,False,88736
pudong,100,1,2018,False,False,False,False,False,False,50000
pudong,69.38,1,1998,False,False,False,False,False,False,56198
pudong,92.67,3,2016,False,False,False,False,False,False,32805
pudong,117.36,3,1998,True,True,True,False,False,False,80011
pudong,95.8,2,2006,False,True,False,False,False,True,112213
pudong,77.69,2,2015,True,False,True,False,False,True,42477
pudong,35.46,1,1996,True,False,False,True,False,False,54992
pudong,77.26,2,2007,False,False,False,False,False,False,56304
pudong,73.73,2,2004,False,False,True,True,False,False,67680
pudong,90.49,1,2003,False,False,True,True,False,True,77799
pudong,132.65,2,2005,False,False,False,False,False,False,88203
pudong,114.9,3,2014,False,False,False,False,False,False,62664
pudong,66,1,1997,True,False,False,False,False,False,54546
pudong,70.9,3,2006,False,False,False,False,False,False,38082
pudong,164.35,3,2004,True,False,True,False,False,False,69973
pudong,73.73,2,2006,True,False,False,False,False,True,61712
pudong,81.72,2,2006,True,False,False,False,False,True,69139
pudong,71.06,3,2005,False,False,False,False,False,False,60513
pudong,83.39,3,2012,False,False,False,False,False,False,61159
pudong,85,2,2006,False,False,False,False,False,False,70471
pudong,53.95,2,2004,False,False,False,False,False,False,63949
pudong,83.75,3,1997,False,False,False,False,False,False,63881
pudong,80.45,2,1995,False,False,False,False,False,False,60908
pudong,57.42,2,2007,True,False,False,False,False,False,67921
pudong,72.76,3,1992,True,False,False,False,True,False,61848
pudong,57.37,3,1998,True,False,True,False,False,False,61008
pudong,86.6,2,2002,True,False,False,False,True,False,56813
pudong,91,2,2000,True,False,False,False,False,True,61319
pudong,77.29,2,1996,True,False,True,False,False,False,64692
pudong,86,2,2002,True,False,True,False,False,False,63954
pudong,71,2,1998,False,False,True,False,False,True,64522
pudong,71.25,3,1998,True,False,False,False,False,False,60351
pudong,67.39,3,1997,False,False,False,False,False,False,61582
pudong,71.81,2,1999,False,False,False,False,False,False,69489
pudong,50.29,1,1985,True,False,True,False,True,False,65620
pudong,80.49,3,2007,False,False,False,False,False,False,65847
pudong,87.29,2,2008,False,False,False,False,False,False,67477
pudong,89,3,2012,False,False,False,False,False,False,65169
pudong,65,3,1994,False,False,False,False,False,False,70000
pudong,84.1,3,1996,False,False,False,False,False,False,59454
pudong,89.66,3,2003,False,False,False,False,False,False,61343
pudong,80,1,2018,False,False,False,False,False,False,62375
pudong,86.7,2,1994,True,False,True,True,False,False,66898
pudong,97.49,1,2007,True,False,False,False,False,True,60007
pudong,55.85,1,1994,True,False,True,False,False,True,68935
pudong,86.36,3,1996,False,False,False,False,False,False,56740
pudong,58.68,2,1993,True,False,True,False,False,True,68167
pudong,84.7,3,2004,True,False,True,False,False,True,84770
pudong,55,1,1993,True,False,True,False,False,False,62728
pudong,89.73,1,2000,False,False,False,False,False,False,62410
pudong,49.77,3,1986,True,False,False,True,False,False,69922
pudong,77.82,1,2011,True,False,True,False,True,False,64123
pudong,55,1,1999,True,False,True,False,False,False,76364
pudong,51.36,1,1996,True,False,False,False,False,False,74962
pudong,56.98,3,1991,True,False,True,False,False,True,84767
pudong,87.92,2,2015,True,False,True,False,False,True,71065
pudong,69.39,2,1997,True,False,False,False,False,True,64851
pudong,72.28,2,2008,False,False,False,False,True,False,63365
pudong,89.79,2,2000,False,False,False,False,False,False,61255
pudong,60,2,1988,False,True,False,False,False,True,61000
pudong,85.44,1,2000,False,False,False,False,False,False,53839
pudong,61.78,2,1993,False,False,False,False,False,False,73649
pudong,82.19,3,2010,True,True,False,False,False,False,55968
pudong,52.65,2,1997,False,False,True,False,False,False,67427
pudong,89.09,2,2011,False,False,False,False,False,True,72960
pudong,54.61,2,1987,True,False,True,False,False,False,75994
pudong,58.63,2,1995,True,False,True,False,True,False,85111
pudong,89.21,1,2008,True,False,False,False,False,True,81830
pudong,58.52,2,2014,True,False,True,False,False,True,76897
pudong,56.11,3,1997,False,False,False,False,False,False,61487
pudong,54.17,2,1993,True,False,False,False,False,True,61289
pudong,89.37,1,2008,True,False,True,False,False,False,84481
pudong,92.98,3,1995,True,False,False,False,False,False,61196
pudong,90.76,3,1997,True,False,True,False,False,False,60600
pudong,51.94,2,1986,False,False,True,False,False,False,72777
pudong,73.73,2,2006,True,False,False,False,False,True,61712
pudong,81.72,2,2006,True,False,False,False,False,True,69139
pudong,70.96,2,2006,True,False,False,False,False,True,63417
pudong,71.06,3,2005,False,False,False,False,False,False,60513
pudong,84.41,2,2006,False,True,False,False,False,True,64922
pudong,83.78,3,2006,True,False,True,False,False,False,59084
pudong,83.78,3,2006,True,True,False,False,True,False,58248
pudong,53.95,2,2004,False,False,False,False,False,False,63949
pudong,98.53,2,2002,False,True,True,False,False,False,60896
pudong,83.75,3,1997,False,False,False,False,False,False,63881
pudong,93.54,1,2003,True,False,True,False,False,True,64144
pudong,66.22,1,2002,False,True,False,True,False,True,61915
pudong,76,1,2002,True,True,False,False,True,False,60527
pudong,95.41,1,1994,False,False,False,False,False,False,62782
pudong,72.71,1,1998,True,True,False,False,False,True,64366
pudong,73.19,2,1994,False,False,False,False,False,True,64217
pudong,75.92,2,1994,True,False,False,False,False,True,62962
pudong,80.45,2,1995,False,False,False,False,False,False,60908
pudong,56,3,2013,True,False,True,False,False,False,73215
pudong,68.9,1,2000,True,False,False,False,False,True,71844
pudong,72.76,3,1992,True,False,False,False,True,False,61848
pudong,69.19,2,2002,False,False,False,False,False,False,67207
pudong,91,2,2000,True,False,False,False,False,True,61319
pudong,87,1,1996,True,False,True,False,False,False,77012
pudong,84.21,1,2003,True,False,True,False,False,False,69470
pudong,67.39,3,1997,False,False,False,False,False,False,61582
pudong,71.81,2,1999,False,False,False,False,False,False,69489
pudong,50.29,1,1985,True,False,True,False,True,False,65620
pudong,80.49,3,2007,False,False,False,False,False,False,65847
pudong,87.29,2,2008,False,False,False,False,False,False,67477
pudong,65.44,3,1990,True,False,True,False,True,False,74573
pudong,89.66,3,2003,False,False,False,False,False,False,61343
pudong,86.7,2,1994,True,False,True,True,False,False,66898
pudong,58.68,2,1993,True,False,True,False,False,True,68167
pudong,56.59,2,1995,False,True,True,False,False,False,63616
pudong,71.72,2,2011,False,False,False,False,False,False,62745
pudong,82.39,2,1997,True,False,False,False,True,False,53126
pudong,82,1,2001,False,False,False,False,False,False,54879
pudong,57.75,1,1997,True,False,True,False,False,False,60607
pudong,51.34,1,1996,True,False,True,False,False,False,67200
pudong,89.45,1,2008,True,True,False,False,True,False,78257
pudong,73.93,1,1996,False,False,True,False,False,True,79129
pudong,47.5,2,1987,False,False,True,False,False,False,69053
pudong,98,3,2013,True,False,False,False,False,False,74286
pudong,51.36,1,1996,True,False,False,False,False,False,74962
pudong,56.98,3,1991,True,False,True,False,False,True,84767
pudong,49.17,2,1985,True,False,False,False,True,False,67521
pudong,70.56,3,1991,False,False,False,False,False,False,69303
pudong,87.54,2,2004,True,False,True,False,False,True,68541
pudong,61.78,2,1993,False,False,False,False,False,False,73649
pudong,51,2,1992,False,False,False,False,False,False,64510
pudong,49,2,1988,False,False,False,False,True,True,64286
pudong,95.52,2,2010,True,False,True,False,False,False,79565
pudong,89.09,2,2011,False,False,False,False,False,True,72960
pudong,86.42,1,1995,True,False,True,False,True,False,78686
pudong,89.21,1,2008,True,False,False,False,False,True,81830
pudong,58.52,2,2014,True,False,True,False,False,True,76897
pudong,73.73,2,2006,True,False,False,False,False,True,61712
pudong,72.85,3,2015,False,False,False,False,False,False,67948
pudong,81.72,2,2006,True,False,False,False,False,True,69139
pudong,71.18,3,2004,True,False,True,False,True,False,64485
pudong,71.06,3,2005,False,False,False,False,False,False,60513
pudong,84.14,1,2006,True,False,True,False,False,False,65368
pudong,84.41,2,2006,True,False,True,False,False,False,62197
pudong,74.08,3,1999,True,False,False,False,False,True,60746
pudong,92.01,2,1995,False,False,False,False,True,False,63037
pudong,53.95,2,2004,False,False,False,False,False,False,63949
pudong,98.53,2,2002,False,True,True,False,False,False,60896
pudong,83.75,3,1997,False,False,False,False,False,False,63881
pudong,76,1,2002,True,True,False,False,True,False,60527
pudong,95.41,1,1994,False,False,False,False,False,False,62782
pudong,75.92,2,1994,True,False,False,False,False,True,62962
pudong,80.45,2,1995,False,False,False,False,False,False,60908
pudong,72.76,3,1992,True,False,False,False,True,False,61848
pudong,62.29,2,2002,False,False,False,False,False,False,67427
pudong,57.37,3,1998,True,False,True,False,False,False,61008
pudong,86.6,2,2002,True,False,False,False,True,False,56813
pudong,91,2,2000,True,False,False,False,False,True,61319
pudong,77.29,2,1996,True,False,True,False,False,False,64692
pudong,86,2,2002,True,False,True,False,False,False,63954
pudong,87,1,1996,True,False,True,False,False,False,77012
pudong,87.2,3,2000,False,False,True,True,False,True,49195
pudong,71.25,3,1998,True,False,False,False,False,False,60351
pudong,67.39,3,1997,False,False,False,False,False,False,61582
pudong,71.81,2,1999,False,False,False,False,False,False,69489
pudong,50.29,1,1985,True,False,True,False,True,False,65620
pudong,80.49,3,2007,False,False,False,False,False,False,65847
pudong,87.29,2,2008,False,False,False,False,False,False,67477
pudong,84.95,2,2013,False,True,False,False,False,True,58270
pudong,89,3,2012,False,False,False,False,False,False,65169
pudong,89.66,3,2003,False,False,False,False,False,False,61343
pudong,86.7,2,1994,True,False,True,True,False,False,66898
pudong,97.49,1,2007,True,False,False,False,False,True,60007
pudong,58.68,2,1993,True,False,True,False,False,True,68167
pudong,61,3,2018,False,False,True,False,False,True,67869
